name,dogFriendly,groceryStores,neighborsFriendly,parkingEasy,yard,communityEvents,sidewalks,walkNight,fiveYears,kidsOutside,car,restaurants,streets,holiday,quiet,wildlife
neighborhood5556,0.29,0.45,0.01,0.34,0.18,0.26,0.77,0.99,0.37,0.54,0.13,0.29,0.61,0.33,0.92,0.53
neighborhood5557,0.41,0.03,0.38,0.44,0.55,0.41,0.58,0.43,0.89,0.03,0.86,0.13,0.92,0.05,0.09,0.37
neighborhood5558,0.56,0.26,0.51,0.42,0.18,0.76,0.44,0.16,0.15,0.97,0.83,0.37,0.87,0.01,0.30,0.62
neighborhood5559,0.95,0.47,0.05,0.43,0.17,0.07,0.16,0.87,0.39,0.18,0.18,0.64,0.32,0.80,0.25,0.17
neighborhood5560,0.11,0.03,0.12,0.93,0.14,0.31,0.83,0.73,0.90,0.58,0.01,0.75,0.76,0.89,0.86,0.99
neighborhood5561,0.23,0.71,0.25,0.85,0.66,0.80,0.90,0.00,0.35,0.51,0.60,0.98,0.20,0.62,0.87,0.43
neighborhood5562,0.81,0.22,0.95,0.66,0.82,0.45,0.26,0.09,0.73,0.73,0.89,0.55,0.49,0.78,0.52,0.37
neighborhood5563,0.68,0.54,0.89,0.26,0.87,0.22,0.40,0.77,0.03,0.31,0.04,0.46,0.93,0.78,0.13,0.24
neighborhood5564,0.16,0.69,0.73,0.89,0.82,0.16,0.64,0.07,0.68,0.48,0.55,0.93,0.46,0.12,0.01,0.09
neighborhood5565,0.38,0.76,0.57,0.42,0.49,0.32,0.26,0.13,0.02,0.78,0.93,0.29,0.64,0.40,0.84,0.50
neighborhood5566,0.31,0.24,0.26,0.91,0.61,0.19,0.73,0.15,0.62,0.28,0.41,0.94,0.40,0.62,0.94,0.28
neighborhood5567,0.92,0.07,0.38,0.66,0.10,0.83,0.21,0.38,0.35,0.07,0.52,0.06,0.83,0.12,0.73,0.74
neighborhood5568,0.18,0.57,0.72,0.57,0.29,0.78,0.55,0.95,0.59,0.77,0.72,0.90,0.36,0.81,0.67,0.88
neighborhood5569,0.56,0.65,0.16,0.18,0.88,0.45,0.89,0.81,0.57,0.92,0.56,0.65,0.41,0.95,0.40,0.60
neighborhood5570,0.64,0.55,0.31,0.93,0.08,0.26,0.31,0.31,0.30,0.58,0.77,0.22,0.76,0.45,0.03,0.90
neighborhood5571,0.11,0.68,0.69,0.71,0.80,0.99,0.18,0.08,0.64,0.87,0.97,0.17,0.93,0.97,0.71,0.47
neighborhood5572,0.63,0.50,0.25,0.68,0.01,0.14,0.01,0.49,0.53,0.66,0.93,0.89,0.94,0.35,0.64,0.65
neighborhood5573,0.20,0.88,0.56,0.23,0.77,0.57,0.46,0.37,0.03,0.17,0.07,0.58,0.62,0.30,0.79,0.12
neighborhood5574,0.85,0.63,0.86,0.99,0.79,0.76,0.59,0.67,0.37,0.40,0.22,0.31,0.12,0.98,0.49,0.74
neighborhood5575,0.51,0.48,0.82,0.46,0.43,0.43,0.02,0.32,0.88,0.86,0.72,0.87,0.76,0.22,0.53,0.92
neighborhood5576,0.37,0.77,0.85,0.42,0.98,0.29,0.43,0.70,0.85,0.26,0.90,0.65,0.04,0.97,0.59,0.42
neighborhood5577,0.55,0.17,0.05,0.77,0.10,0.34,0.21,0.28,0.23,0.84,0.22,0.93,0.16,0.38,0.99,0.74
neighborhood5578,0.17,0.17,1.00,0.20,0.38,0.80,0.74,0.66,0.90,0.86,0.24,0.24,0.49,0.60,0.07,0.03
neighborhood5579,0.53,0.16,0.80,0.20,0.16,0.38,0.33,0.54,0.84,0.86,0.24,0.73,0.08,0.40,0.53,0.03
neighborhood5580,0.06,0.69,0.75,0.70,0.87,0.62,0.18,0.21,0.08,0.87,0.11,0.80,0.25,0.44,0.62,0.92
neighborhood5581,0.25,0.97,0.48,0.33,0.02,0.04,0.05,0.23,0.60,0.01,0.40,0.21,0.94,0.16,0.19,0.68
neighborhood5582,0.56,0.84,0.74,0.88,0.31,0.50,0.50,0.79,0.99,0.24,0.44,0.26,0.52,0.17,0.61,0.83
neighborhood5583,0.58,0.69,0.13,0.95,0.55,0.79,0.14,0.06,0.00,0.72,0.29,0.39,0.41,0.50,0.36,0.97
neighborhood5584,0.20,0.23,0.16,0.04,0.77,0.95,0.09,0.15,0.66,0.47,0.82,0.73,0.23,0.87,0.75,0.22
neighborhood5585,0.54,0.64,0.01,0.80,0.18,0.29,0.51,0.91,0.15,0.23,0.03,0.79,0.73,0.57,0.00,0.93
neighborhood5586,0.53,0.00,0.94,0.68,0.85,0.87,0.40,0.55,0.74,0.05,0.95,0.84,0.17,0.30,0.21,0.96
neighborhood5587,0.07,0.84,0.27,0.53,0.75,0.34,0.03,0.27,0.56,0.61,0.12,0.95,0.08,0.94,0.32,0.28
neighborhood5588,0.28,0.80,0.43,0.23,0.79,0.00,0.20,0.73,0.50,0.38,0.32,0.88,0.38,0.86,0.77,0.61
neighborhood5589,0.99,0.77,0.84,0.03,0.72,0.28,0.56,0.15,0.33,0.47,0.19,0.09,0.62,0.59,0.69,0.77
neighborhood5590,0.03,0.50,0.84,0.73,0.68,0.65,0.22,0.42,0.06,0.06,0.69,0.35,0.74,0.48,0.80,0.73
neighborhood5591,0.40,0.46,0.58,0.14,0.81,0.39,0.22,0.75,0.10,0.19,0.55,0.00,0.25,0.66,0.05,0.67
neighborhood5592,0.58,0.44,0.90,0.41,0.08,0.73,0.55,0.21,0.77,0.58,0.24,0.62,0.66,0.88,0.24,0.93
neighborhood5593,0.91,0.49,0.08,0.95,0.99,0.43,0.72,0.07,0.47,0.39,0.47,0.49,0.78,0.70,0.50,0.56
neighborhood5594,0.50,0.75,0.71,0.03,0.75,0.26,0.54,0.46,0.24,0.96,0.14,0.65,0.45,0.85,0.29,1.00
neighborhood5595,0.74,0.95,0.93,0.57,0.14,0.91,0.67,0.70,0.17,0.34,0.23,0.30,0.26,0.46,0.55,0.79
neighborhood5596,0.38,0.67,0.43,0.43,0.40,0.12,0.22,0.57,0.25,0.76,0.31,0.85,0.15,0.43,0.15,0.16
neighborhood5597,0.72,0.87,0.58,0.69,0.15,0.48,0.16,0.64,0.83,0.34,0.01,0.37,0.37,0.99,0.13,0.58
neighborhood5598,0.09,0.26,0.95,0.63,0.06,0.65,0.88,0.98,0.95,0.92,0.22,0.03,0.76,0.83,0.35,0.39
neighborhood5599,0.94,0.36,0.77,0.75,0.72,0.07,0.28,0.00,0.07,0.28,0.59,0.10,0.96,0.66,0.86,0.68
neighborhood5600,0.78,0.76,0.62,0.95,0.27,0.26,0.48,0.96,0.24,0.32,0.07,0.66,0.33,0.51,0.70,0.10
neighborhood5601,0.51,0.07,0.46,0.36,0.97,0.07,0.59,0.48,0.23,0.66,0.99,0.66,0.98,0.82,0.95,0.70
neighborhood5602,0.68,0.87,0.04,0.91,0.09,0.44,0.22,0.01,0.88,0.23,0.17,0.05,0.66,0.15,0.40,0.13
neighborhood5603,0.35,0.57,0.61,0.95,0.87,0.20,0.33,0.12,0.63,0.81,0.91,0.56,0.84,0.91,0.70,0.48
neighborhood5604,0.46,0.38,0.60,0.80,0.45,0.19,0.07,0.98,0.41,0.94,0.75,0.57,0.30,0.85,0.09,0.39
neighborhood5605,0.44,0.43,0.77,0.01,0.19,0.08,0.53,0.58,0.10,0.91,0.19,0.31,0.80,0.48,0.21,0.66
neighborhood5606,0.50,0.22,0.76,0.17,0.50,0.60,0.60,0.02,0.57,0.50,0.78,0.76,0.86,0.40,0.14,0.23
neighborhood5607,0.66,0.35,0.32,0.54,0.69,0.82,0.99,0.29,0.43,0.20,0.84,0.28,0.46,0.68,0.03,0.87
neighborhood5608,0.45,0.43,0.07,0.87,0.06,0.04,0.78,0.18,0.42,0.88,0.89,0.11,0.69,0.09,0.97,0.11
neighborhood5609,0.11,0.02,0.74,0.51,0.23,0.69,0.97,0.18,0.06,0.44,0.36,0.15,0.01,0.41,0.14,0.08
neighborhood5610,0.78,0.95,0.92,0.00,0.18,0.86,0.55,0.67,0.20,0.29,1.00,0.05,0.16,0.84,0.32,0.61
neighborhood5611,0.63,0.07,0.05,0.40,0.90,0.75,0.39,0.09,0.68,0.08,0.97,0.44,0.57,0.80,0.17,0.07
neighborhood5612,0.90,0.79,0.34,0.02,0.97,0.17,0.42,0.23,0.69,0.74,0.32,0.99,0.51,0.02,0.61,0.56
neighborhood5613,0.47,0.34,0.90,0.47,0.93,0.23,0.82,0.32,0.24,0.58,0.93,0.47,0.50,0.61,0.69,0.56
neighborhood5614,0.35,0.05,0.52,0.76,0.85,0.57,0.20,0.27,0.50,0.81,0.87,0.76,0.59,0.58,0.68,0.12
neighborhood5615,0.85,0.81,0.35,0.38,0.62,0.08,0.07,0.22,0.58,0.80,0.90,0.51,0.36,0.40,0.35,0.17
neighborhood5616,0.08,0.39,0.97,0.75,0.51,0.53,0.58,0.53,0.73,0.30,0.89,0.13,0.84,0.22,0.44,0.92
neighborhood5617,0.35,0.78,0.44,0.04,0.20,0.68,0.09,0.49,0.91,0.74,0.80,0.28,0.29,0.90,0.56,0.63
neighborhood5618,0.28,0.24,0.85,0.45,0.77,0.75,0.30,0.56,0.64,0.50,0.10,0.59,1.00,0.17,0.18,0.97
neighborhood5619,0.89,0.07,0.63,0.63,0.65,0.09,0.23,0.93,0.00,0.10,0.52,0.34,0.34,0.55,0.68,0.40
neighborhood5620,0.58,0.72,0.12,0.09,0.18,0.28,0.72,0.93,0.62,0.49,0.40,0.05,0.80,0.90,0.52,0.73
neighborhood5621,0.18,0.91,0.70,0.87,0.66,0.07,0.47,0.77,0.65,1.00,0.58,0.66,0.58,0.14,0.69,0.77
neighborhood5622,0.38,0.74,0.61,0.09,0.53,0.50,0.98,0.38,0.93,0.19,0.72,0.76,0.04,0.81,0.83,0.87
neighborhood5623,0.55,0.94,0.66,0.02,0.76,0.50,0.80,0.61,0.89,0.01,0.61,0.97,0.99,0.32,0.77,0.41
neighborhood5624,0.65,0.24,0.84,0.85,0.83,0.69,0.66,0.95,0.64,0.65,0.09,0.49,0.70,0.06,0.50,0.97
neighborhood5625,0.11,0.56,0.60,0.32,0.06,0.79,0.44,0.53,0.77,0.13,0.74,0.96,0.89,0.80,0.02,0.12
neighborhood5626,0.28,0.76,0.70,0.05,0.18,0.39,0.90,0.72,0.66,0.81,0.88,0.18,0.51,0.78,0.97,0.78
neighborhood5627,0.78,0.90,0.95,0.54,0.04,0.24,0.79,0.93,0.06,0.09,0.62,0.92,0.91,0.03,0.90,0.31
neighborhood5628,0.72,0.14,0.93,0.46,0.51,0.61,0.07,0.58,0.27,0.11,0.91,0.97,0.21,0.97,0.18,0.50
neighborhood5629,0.01,0.52,0.43,0.49,0.72,0.80,0.25,0.56,0.28,0.87,0.97,0.18,0.29,0.83,0.29,0.27
neighborhood5630,0.28,0.53,0.63,0.78,0.71,0.06,0.37,0.98,0.48,0.39,0.19,0.29,0.24,0.99,0.77,0.25
neighborhood5631,0.53,0.39,0.77,0.39,0.89,0.11,0.28,0.21,0.20,0.78,0.58,0.82,0.46,0.48,0.67,0.02
neighborhood5632,0.37,0.06,0.28,0.78,0.84,0.36,0.36,0.86,0.64,0.40,0.89,0.69,0.33,0.17,0.77,0.78
neighborhood5633,0.72,0.96,0.49,0.66,0.47,0.59,0.82,0.62,0.40,0.57,0.54,0.78,0.59,0.56,0.83,0.99
neighborhood5634,0.95,0.73,0.87,0.24,0.11,0.66,0.42,0.99,0.65,0.21,0.39,0.75,0.22,0.85,0.36,0.70
neighborhood5635,0.39,0.36,0.93,0.33,0.35,0.54,0.15,0.27,0.21,0.60,0.17,0.94,0.29,0.81,0.42,0.61
neighborhood5636,0.14,0.03,0.02,0.23,0.59,0.82,0.14,0.39,0.31,0.72,0.78,0.89,0.50,0.34,0.46,0.68
neighborhood5637,0.35,0.69,0.74,0.93,0.07,0.83,0.47,0.95,0.23,0.18,0.59,0.34,0.81,0.22,0.74,0.38
neighborhood5638,0.59,0.23,0.85,0.98,0.35,0.31,0.69,0.21,0.82,0.39,0.87,0.43,0.14,0.58,0.30,0.95
neighborhood5639,0.19,0.95,0.26,0.63,0.13,0.39,0.37,0.33,0.53,0.47,0.57,0.63,0.50,0.41,0.68,0.25
neighborhood5640,0.47,0.69,0.27,0.37,0.85,0.15,0.29,0.56,0.25,0.09,0.63,0.24,0.93,0.79,0.08,0.99
neighborhood5641,0.85,0.59,0.04,0.56,0.64,0.87,0.40,0.65,0.31,0.26,0.29,0.83,0.34,0.14,0.31,0.35
neighborhood5642,0.36,0.86,0.20,0.91,0.49,0.89,0.34,0.93,0.34,0.38,0.26,0.43,0.43,0.06,0.66,0.15
neighborhood5643,0.69,0.05,0.86,0.44,0.99,0.72,0.09,0.53,0.55,0.64,0.08,0.94,0.49,0.97,0.95,0.14
neighborhood5644,0.99,0.87,0.38,0.56,0.96,0.20,0.12,0.43,0.93,0.31,0.95,0.82,0.22,0.60,0.66,0.57
neighborhood5645,0.60,0.73,0.52,0.60,0.15,0.05,0.21,0.30,0.27,0.06,0.10,0.01,0.63,0.99,0.79,0.10
neighborhood5646,0.70,0.63,0.98,0.43,0.75,0.12,0.74,0.70,0.44,0.65,0.92,0.34,0.77,0.74,0.49,0.95
neighborhood5647,0.58,0.03,0.06,0.59,0.23,0.18,0.69,0.24,0.70,0.60,0.97,0.42,0.63,0.28,0.84,0.78
neighborhood5648,0.19,0.83,0.25,0.44,0.37,0.09,0.35,0.20,0.55,0.67,0.58,0.14,0.92,0.76,0.07,0.50
neighborhood5649,0.87,0.65,0.35,0.66,0.68,0.26,0.28,0.14,0.74,0.19,0.17,0.14,0.93,0.37,0.28,0.19
neighborhood5650,0.60,0.04,0.88,0.59,0.53,0.33,0.19,0.94,0.06,0.51,0.03,0.84,0.04,0.27,0.88,0.91
neighborhood5651,0.13,0.77,0.08,0.28,0.10,0.55,0.23,0.62,0.30,0.85,0.32,0.82,0.40,0.26,0.01,0.59
neighborhood5652,0.39,0.91,0.76,0.30,0.61,0.20,0.03,0.85,0.83,0.23,0.58,0.80,0.01,0.94,0.64,0.62
neighborhood5653,0.21,0.61,0.85,0.05,0.74,0.86,0.21,0.51,0.06,0.44,0.89,0.09,0.49,0.50,0.88,0.82
neighborhood5654,0.86,0.83,0.78,0.62,0.57,0.93,0.67,0.13,0.07,0.97,0.73,0.67,0.62,0.23,0.75,0.61
neighborhood5655,0.41,0.32,0.81,0.96,0.05,0.87,0.90,0.16,0.12,0.94,0.63,0.05,0.74,0.43,0.83,0.02
neighborhood5656,0.85,0.81,0.73,0.75,0.29,0.54,0.26,0.86,0.76,0.90,0.20,0.75,0.93,0.49,0.50,0.39
neighborhood5657,0.93,0.88,0.29,0.56,0.77,0.11,0.95,0.30,0.42,0.66,0.82,0.12,0.21,0.75,0.59,0.71
neighborhood5658,0.01,0.62,0.67,0.75,0.50,0.19,0.18,0.83,0.44,0.33,0.94,0.19,0.91,0.83,0.29,0.73
neighborhood5659,0.53,0.07,0.26,0.06,0.24,0.83,0.31,0.39,0.36,0.63,0.62,0.89,0.39,0.33,0.33,0.26
neighborhood5660,0.85,0.51,0.42,0.38,0.56,0.13,0.11,0.51,0.68,0.67,0.68,0.92,0.55,0.36,0.14,0.79
neighborhood5661,0.31,0.30,0.21,0.68,0.00,0.99,0.46,0.72,0.13,0.98,0.65,0.60,0.54,0.62,0.18,0.27
neighborhood5662,0.91,0.46,0.73,0.17,0.89,0.23,0.45,0.38,0.56,0.35,0.36,0.16,0.04,0.91,0.44,0.88
neighborhood5663,0.57,0.47,0.75,0.26,0.89,0.64,0.04,0.37,0.42,0.99,0.64,0.67,0.61,0.85,0.59,0.26
neighborhood5664,0.37,0.03,0.97,0.18,0.37,0.61,0.12,0.74,0.83,0.38,0.24,0.32,0.52,0.53,0.55,0.05
neighborhood5665,0.52,0.76,0.55,0.77,0.24,0.29,0.18,0.11,0.46,0.81,0.38,0.55,0.30,0.17,0.46,0.10
neighborhood5666,0.11,0.62,0.36,0.32,0.38,0.64,0.82,0.94,0.73,0.68,0.60,0.41,0.02,0.18,0.33,0.89
neighborhood5667,0.61,0.70,0.77,0.94,0.87,0.13,0.72,0.37,0.90,0.28,0.42,0.18,0.14,0.95,0.05,0.57
neighborhood5668,0.81,0.28,0.95,0.49,0.77,0.56,0.42,0.08,0.27,0.11,0.08,0.73,0.85,0.42,0.06,0.31
neighborhood5669,0.41,0.26,0.38,0.55,0.28,0.05,0.03,0.00,0.39,0.42,0.82,0.88,0.15,0.79,0.09,0.13
neighborhood5670,0.61,0.18,0.62,0.79,0.02,0.30,0.77,0.22,0.43,0.30,0.29,0.19,0.03,0.70,0.20,0.50
neighborhood5671,0.77,0.10,0.49,0.24,0.68,0.81,0.51,0.92,0.91,0.26,0.79,0.00,0.51,0.06,0.34,0.17
neighborhood5672,0.17,0.87,0.11,0.89,0.89,0.69,0.56,0.20,0.14,0.05,0.04,0.51,0.11,0.40,0.88,0.10
neighborhood5673,0.36,0.75,0.04,0.69,0.07,0.33,0.97,0.27,0.88,0.94,0.33,0.51,0.62,0.91,0.95,0.40
neighborhood5674,0.18,0.50,0.37,0.75,0.36,0.76,0.35,0.41,0.93,0.05,0.37,0.79,0.97,0.20,0.26,0.76
neighborhood5675,0.25,0.09,0.87,0.22,0.81,0.04,0.78,0.13,0.15,0.90,0.78,0.63,0.48,0.73,0.91,0.41
neighborhood5676,0.79,0.05,0.33,0.00,0.59,0.97,0.39,0.33,1.00,0.61,0.04,0.80,0.77,0.07,0.57,0.91
neighborhood5677,0.49,0.19,0.72,0.07,0.60,0.06,0.81,0.84,0.24,0.44,0.63,0.03,0.34,0.38,0.32,0.63
neighborhood5678,0.65,0.95,0.21,0.68,0.04,0.98,0.68,0.80,0.01,0.40,0.77,0.34,0.27,0.38,0.19,0.21
neighborhood5679,0.12,0.67,0.65,0.51,0.23,0.30,0.05,0.12,0.73,0.54,0.11,0.44,0.20,0.96,0.37,0.05
neighborhood5680,0.19,0.27,0.29,0.02,0.83,0.18,0.24,0.64,0.21,0.51,0.86,0.45,0.29,0.77,0.29,0.79
neighborhood5681,0.56,0.74,0.05,0.34,0.86,0.27,0.94,0.04,0.55,0.16,0.71,0.48,0.86,0.21,0.37,0.16
neighborhood5682,0.70,0.23,0.70,0.36,0.91,0.26,0.18,0.44,0.30,0.06,0.13,0.02,0.88,0.68,0.34,0.30
neighborhood5683,0.43,0.99,0.48,0.04,0.18,0.16,0.89,0.30,0.02,0.43,0.11,0.73,0.60,0.22,0.20,0.73
neighborhood5684,0.16,0.98,0.80,0.17,0.52,0.50,0.03,0.99,0.33,0.08,0.08,0.88,0.08,0.28,0.94,0.98
neighborhood5685,0.19,0.13,0.18,0.36,0.44,0.37,0.84,0.39,0.37,0.94,0.10,0.01,0.42,0.56,0.50,0.11
neighborhood5686,0.06,0.82,0.91,0.79,0.77,0.55,0.19,0.75,0.30,0.80,0.70,0.17,0.78,0.81,0.95,0.33
neighborhood5687,0.77,0.61,0.92,0.59,0.28,0.80,0.55,0.04,0.88,0.18,0.79,0.36,0.04,0.63,0.29,0.21
neighborhood5688,0.40,0.98,0.21,0.91,0.91,0.98,0.37,0.85,0.58,0.24,0.73,0.32,0.72,0.40,0.97,0.38
neighborhood5689,0.37,0.92,0.15,0.74,0.33,0.01,0.28,0.88,0.94,0.83,0.36,0.57,0.36,0.95,0.58,0.99
neighborhood5690,0.59,0.62,0.44,0.69,0.01,0.22,0.22,0.02,0.47,0.78,0.69,0.63,0.17,0.92,0.57,0.73
neighborhood5691,0.62,0.52,0.72,0.93,0.72,0.80,0.31,0.57,0.71,0.08,0.79,0.16,0.03,0.48,0.62,0.87
neighborhood5692,0.28,0.45,0.70,0.96,0.69,0.51,0.14,0.68,0.60,0.31,0.15,0.32,0.79,0.22,0.68,0.48
neighborhood5693,0.95,0.38,0.77,0.81,0.58,0.93,0.24,0.33,0.55,0.12,0.57,0.14,0.25,0.99,0.50,0.31
neighborhood5694,0.54,0.42,0.74,0.99,0.49,0.57,0.23,0.44,0.49,0.55,0.89,0.24,0.29,0.57,0.67,0.92
neighborhood5695,0.83,0.84,0.80,0.15,0.87,0.64,0.59,0.51,0.79,0.55,0.55,0.24,0.69,0.90,0.74,0.10
neighborhood5696,0.81,0.85,0.05,0.92,0.37,0.79,0.31,0.25,0.73,0.06,0.28,0.96,0.36,0.36,0.20,0.49
neighborhood5697,0.50,0.75,0.33,0.58,0.49,0.85,0.56,0.38,0.52,0.95,0.63,0.79,0.36,0.39,0.39,0.75
neighborhood5698,0.20,0.67,0.67,0.37,0.75,0.71,0.69,0.00,0.38,0.01,0.19,0.30,0.78,0.07,0.14,0.48
neighborhood5699,0.04,0.91,0.81,0.10,0.98,0.74,0.78,0.95,0.68,0.59,0.53,0.34,0.14,0.86,0.25,0.18
neighborhood5700,0.11,0.77,0.77,0.22,0.73,0.57,0.54,0.96,0.52,0.69,0.95,0.23,0.23,0.14,0.34,0.59
neighborhood5701,0.56,0.86,0.41,0.42,0.94,0.36,0.24,0.30,0.30,0.77,0.87,0.90,0.16,0.92,0.67,0.88
neighborhood5702,0.70,0.67,0.01,0.86,0.22,0.37,0.27,0.76,0.46,0.52,0.42,0.67,0.31,0.57,0.38,0.80
neighborhood5703,0.21,0.87,0.38,0.82,0.14,0.54,0.44,0.89,0.11,0.14,0.27,0.15,0.27,0.40,0.92,0.22
neighborhood5704,0.89,0.36,0.13,0.47,0.26,0.55,0.17,0.21,0.49,0.51,0.40,0.38,0.29,0.11,0.35,0.29
neighborhood5705,0.72,0.06,1.00,0.76,0.98,0.04,0.77,0.77,0.68,0.73,0.22,0.10,0.39,0.63,0.92,0.82
neighborhood5706,0.13,0.60,0.71,0.82,0.19,0.51,0.52,0.65,0.66,0.19,0.23,1.00,0.44,0.65,0.61,0.01
neighborhood5707,0.60,0.01,0.14,0.56,0.33,0.11,0.02,0.06,0.11,0.32,0.69,0.78,0.15,0.85,0.33,0.96
neighborhood5708,0.28,0.64,0.21,0.62,0.71,0.67,0.20,0.22,0.99,0.03,0.59,0.60,0.53,0.51,0.42,0.36
neighborhood5709,0.47,0.20,0.84,0.73,0.24,0.34,0.95,0.32,0.84,0.61,0.64,0.41,0.27,0.94,0.47,0.43
neighborhood5710,0.16,0.96,1.00,0.26,0.06,0.38,0.57,0.40,0.80,0.84,0.67,0.53,0.72,0.68,0.51,0.56
neighborhood5711,0.06,0.15,0.65,0.03,0.99,0.06,0.15,0.85,0.34,0.43,0.58,0.20,0.49,0.11,0.35,0.04
neighborhood5712,0.40,0.08,0.84,0.06,0.53,0.63,0.06,0.23,0.61,0.30,0.30,0.77,0.85,0.38,0.35,0.60
neighborhood5713,0.90,0.13,0.35,0.23,0.36,0.26,0.50,0.94,0.61,0.06,0.30,0.60,1.00,0.58,0.09,0.92
neighborhood5714,0.57,0.48,0.35,0.05,0.20,0.32,0.18,0.08,0.55,0.72,0.02,0.40,0.90,0.62,0.94,0.90
neighborhood5715,0.71,0.85,0.97,0.92,0.36,0.77,0.30,0.17,0.58,0.47,0.09,0.14,0.82,0.24,0.81,0.22
neighborhood5716,0.78,0.45,0.00,0.48,0.63,0.76,0.13,0.50,0.34,0.94,0.93,0.50,0.49,0.11,0.63,0.31
neighborhood5717,0.99,0.62,0.55,0.47,0.35,0.37,0.65,0.43,0.65,0.48,0.30,0.08,0.54,0.81,0.34,0.04
neighborhood5718,0.29,0.93,0.85,0.45,0.58,0.69,0.71,0.20,0.61,0.68,0.27,0.18,0.55,0.19,0.57,0.36
neighborhood5719,0.61,0.07,0.40,0.81,0.87,0.44,0.35,0.95,0.09,0.36,0.88,0.57,0.98,0.49,0.38,0.89
neighborhood5720,0.39,0.70,0.85,0.69,0.81,0.38,0.72,0.04,0.25,0.77,0.60,0.06,1.00,0.27,0.33,0.44
neighborhood5721,0.69,0.69,0.83,0.80,0.10,0.84,0.01,0.01,0.19,0.35,0.62,0.84,0.57,0.77,0.40,0.72
neighborhood5722,0.16,0.16,0.05,0.89,0.93,0.17,0.20,0.66,0.19,0.34,0.23,0.04,0.51,0.59,0.03,0.65
neighborhood5723,0.13,0.25,0.30,0.45,0.79,0.60,0.07,0.51,0.39,0.49,0.54,0.51,0.43,0.62,0.65,0.46
neighborhood5724,0.58,0.04,0.31,0.51,0.99,0.06,0.13,0.69,0.80,0.79,0.61,0.63,0.63,0.07,0.84,0.68
neighborhood5725,0.99,0.06,0.86,0.65,0.56,0.14,0.96,0.35,0.85,0.93,0.14,0.91,0.64,0.06,0.51,0.71
neighborhood5726,0.94,0.40,0.82,0.72,0.98,0.69,0.44,0.50,0.78,0.92,0.11,0.84,0.56,0.26,0.43,0.46
neighborhood5727,0.29,0.90,0.37,0.59,0.06,0.26,0.75,0.45,0.75,0.20,0.10,0.26,0.78,0.87,0.12,0.06
neighborhood5728,0.87,0.28,0.89,0.52,0.63,0.32,0.79,0.35,0.19,0.49,0.51,0.65,0.84,0.40,0.76,0.46
neighborhood5729,0.72,0.54,0.69,0.23,0.81,0.87,0.07,0.18,0.44,0.75,0.14,0.69,0.91,0.46,0.90,0.42
neighborhood5730,0.62,0.31,0.46,0.99,0.63,0.38,0.66,0.87,0.81,0.27,0.52,0.41,0.42,0.83,0.24,0.28
neighborhood5731,0.77,0.58,0.39,0.22,0.87,0.90,0.43,0.81,0.09,0.26,0.80,0.35,0.13,0.75,0.12,0.40
neighborhood5732,0.77,0.56,0.28,0.20,0.56,0.03,0.80,0.47,0.30,0.85,0.95,0.99,0.24,0.13,0.91,0.24
neighborhood5733,0.02,0.95,0.24,0.67,0.37,0.61,0.34,0.67,0.80,0.79,0.72,0.98,0.26,0.57,0.05,0.28
neighborhood5734,0.47,0.95,0.95,0.65,0.43,0.28,0.04,0.77,0.47,0.84,0.04,0.05,0.93,0.62,0.53,0.75
neighborhood5735,0.81,0.32,0.65,0.64,0.44,0.26,0.74,0.49,0.71,0.57,0.95,0.30,0.91,0.56,0.40,0.19
neighborhood5736,0.58,0.28,0.49,0.63,0.30,0.18,0.65,0.59,0.62,0.66,0.79,0.41,0.46,0.10,0.41,0.28
neighborhood5737,0.45,0.93,0.70,0.10,0.40,0.82,0.80,0.07,0.44,0.48,0.57,0.69,0.31,0.68,0.31,0.12
neighborhood5738,0.96,0.50,0.82,0.38,0.28,0.24,0.76,0.17,0.53,0.01,0.30,0.02,0.34,0.83,0.54,0.20
neighborhood5739,0.85,0.74,0.87,0.40,0.36,0.09,0.87,0.33,0.90,0.70,0.69,0.99,0.53,0.11,0.45,0.61
neighborhood5740,0.84,0.78,0.16,0.14,0.92,0.92,0.82,0.30,0.62,0.92,0.75,0.79,0.88,0.97,0.61,0.41
neighborhood5741,0.84,0.17,0.43,0.22,0.73,0.55,0.37,1.00,0.97,0.02,0.18,0.99,0.09,0.66,0.14,0.18
neighborhood5742,0.80,0.51,0.10,0.76,0.99,0.42,0.12,0.99,0.99,0.03,0.95,0.74,0.03,1.00,0.59,0.87
neighborhood5743,0.36,0.79,0.39,0.22,0.36,0.67,0.66,0.64,0.41,0.33,0.38,0.92,0.37,0.85,0.11,0.70
neighborhood5744,0.33,0.90,0.94,0.16,0.40,0.06,0.23,0.28,0.97,0.67,0.98,0.99,0.97,0.76,0.52,0.47
neighborhood5745,0.53,0.67,0.52,0.90,0.22,0.54,0.61,0.00,0.90,0.41,0.21,0.55,0.02,0.09,0.61,0.69
neighborhood5746,0.59,0.39,0.05,0.18,0.27,0.45,0.65,0.19,0.57,0.03,0.02,0.34,0.51,0.57,0.89,0.86
neighborhood5747,0.50,0.62,0.26,0.86,0.52,0.66,0.78,0.55,0.49,0.34,0.90,0.56,0.14,0.50,0.23,0.13
neighborhood5748,0.05,0.33,0.63,0.13,0.50,0.84,0.39,0.62,0.24,0.54,0.13,0.88,0.48,0.36,0.95,0.44
